Algoritmo,Empleados,Cantidad de Horas por Turno,Turnos Mensuales,Req1: Horas diarias maximas por empleado,Req2: Tiempo de descanso minimo por empleado minutos,Req3: Tiempo de descanso maximo por empleado minutos,Req4: Dias libres al mes,Req5: Numero de Iteraciones,Req6: Numero de Movimientos,Req7: Cantidad de Lista Tabu/Individiuos,Costo/Fitness,Tiempo en segundos,Acertividad en Costo
Algoritmo Grasp,9.00,,18.00,5.00,15.00,1.00,1.00,,,,,180.00,0.84
Algoritmo Grasp,5.00,,21.00,5.00,15.00,1.00,1.00,,,,,62.00,0.80
Algoritmo Grasp,5.00,,19.00,5.00,15.00,1.00,1.00,,,,,63.00,0.80
Algoritmo Grasp,5.00,,21.00,5.00,15.00,1.00,1.00,,,,,120.00,0.78
Algoritmo Grasp,5.00,,20.00,5.00,15.00,1.00,1.00,,,,,153.00,0.84
Algoritmo Grasp,5.00,,21.00,5.00,15.00,1.00,1.00,,,,,58.40,0.80
Algoritmo Grasp,6.00,,19.00,5.00,15.00,1.00,1.00,,,,,64.00,0.83
Algoritmo Grasp,6.00,,20.00,5.00,15.00,1.00,1.00,,,,,130.13,0.83
Algoritmo Grasp,6.00,,21.00,5.00,15.00,1.00,1.00,,,,,97.70,0.82
Algoritmo Grasp,6.00,,20.00,5.00,15.00,1.00,1.00,,,,,80.00,0.85
Algoritmo Grasp,7.00,,20.00,5.00,15.00,1.00,1.00,,,,,99.58,0.85
Algoritmo Grasp,7.00,,19.00,5.00,15.00,1.00,1.00,,,,,152.08,0.79
Algoritmo Grasp,7.00,,20.00,5.00,15.00,1.00,1.00,,,,,141.27,0.78
Algoritmo Grasp,7.00,,20.00,5.00,15.00,1.00,1.00,,,,,120.50,0.84
Algoritmo Grasp,8.00,,18.00,5.00,15.00,1.00,1.00,,,,,120.00,0.85
Algoritmo Grasp,8.00,,19.00,5.00,15.00,1.00,1.00,,,,,102.12,0.85
Algoritmo Grasp,8.00,,19.00,5.00,15.00,1.00,1.00,,,,,95.3,0.75
Algoritmo Grasp,8.00,,19.00,5.00,15.00,1.00,1.00,,,,,90.5,0.85
Algoritmo Grasp,9.00,,18.00,5.00,15.00,1.00,1.00,,,,,84,0.77
Algoritmo Grasp,9.00,,20.00,5.00,15.00,1.00,1.00,,,,,83.5,0.87
Algoritmo Grasp,9.00,,20.00,5.00,15.00,1.00,1.00,,,,,68,0.78
Algoritmo Grasp,9.00,,19.00,5.00,15.00,1.00,1.00,,,,,157.34,0.86
Algoritmo Grasp,9.00,,18.00,5.00,15.00,1.00,1.00,,,,,225.71,0.88
Algoritmo Grasp,5.00,,21.00,5.00,15.00,1.00,1.00,,,,,109.97,0.83
Algoritmo Grasp,5.00,,21.00,5.00,15.00,1.00,1.00,,,,,88.30,0.86
Algoritmo Grasp,5.00,,21.00,5.00,15.00,1.00,1.00,,,,,95.50,0.82
Algoritmo Grasp,5.00,,21.00,5.00,15.00,1.00,1.00,,,,,147.22,0.87
Algoritmo Grasp,5.00,,21.00,5.00,15.00,1.00,1.00,,,,,82.20,0.75
Algoritmo Grasp,6.00,,20.00,5.00,15.00,1.00,1.00,,,,,62.00,0.92
Algoritmo Grasp,6.00,,20.00,5.00,15.00,1.00,1.00,,,,,84.51,0.81
Algoritmo Grasp,6.00,,19.00,5.00,15.00,1.00,1.00,,,,,57.60,0.84
Algoritmo Grasp,6.00,,20.00,5.00,15.00,1.00,1.00,,,,,94.27,0.77
Algoritmo Grasp,7.00,,20.00,5.00,15.00,1.00,1.00,,,,,63.2,0.94
Algoritmo Grasp,7.00,,19.00,5.00,15.00,1.00,1.00,,,,,40.5,0.86
Algoritmo Grasp,7.00,,19.00,5.00,15.00,1.00,1.00,,,,,89.20,0.81
Algoritmo Grasp,7.00,,20.00,5.00,15.00,1.00,1.00,,,,,62.32,0.87
Algoritmo Grasp,8.00,,18.00,5.00,15.00,1.00,1.00,,,,,68.05,0.86
Algoritmo Grasp,8.00,,18.00,5.00,15.00,1.00,1.00,,,,,100,0.85
Algoritmo Grasp,8.00,,19.00,5.00,15.00,1.00,1.00,,,,,109.27,0.83
Algoritmo Grasp,8.00,,19.00,5.00,15.00,1.00,1.00,,,,,80.00,0.95
Algoritmo Grasp,9.00,,20.00,5.00,15.00,1.00,1.00,,,,,107.62,0.91
Algoritmo Grasp,9.00,,20.00,5.00,15.00,1.00,1.00,,,,,75.30,0.86
Algoritmo Grasp,9.00,,19.00,5.00,15.00,1.00,1.00,,,,,175.25,0.95
Algoritmo Grasp,9.00,,19.00,5.00,15.00,1.00,1.00,,,,,90.60,0.91
Algoritmo Grasp,9.00,,18.00,5.00,15.00,1.00,1.00,,,,,91.50,0.81
Algoritmo Grasp,5.00,,21.00,5.00,15.00,1.00,1.00,,,,,90.60,0.78
Algoritmo Grasp,5.00,,19.00,5.00,15.00,1.00,1.00,,,,,240.60,0.81
Algoritmo Grasp,5.00,,21.00,5.00,15.00,1.00,1.00,,,,,50.00,0.92
Algoritmo Grasp,5.00,,20.00,5.00,15.00,1.00,1.00,,,,,44.60,0.79
Algoritmo Grasp,5.00,,21.00,5.00,15.00,1.00,1.00,,,,,58.40,0.88
Algoritmo Grasp,6.00,,19.00,5.00,15.00,1.00,1.00,,,,,51.25,0.84
Algoritmo Grasp,6.00,,20.00,5.00,15.00,1.00,1.00,,,,,47.60,0.79
Algoritmo Grasp,6.00,,21.00,5.00,15.00,1.00,1.00,,,,,62.00,0.80
Algoritmo Grasp,6.00,,20.00,5.00,15.00,1.00,1.00,,,,,69.80,0.85
Algoritmo Grasp,7.00,,20.00,5.00,15.00,1.00,1.00,,,,,93.50,0.83
Algoritmo Grasp,7.00,,19.00,5.00,15.00,1.00,1.00,,,,,93.50,0.95
Algoritmo Grasp,7.00,,20.00,5.00,15.00,1.00,1.00,,,,,120.00,0.91
Algoritmo Grasp,7.00,,20.00,5.00,15.00,1.00,1.00,,,,,60.00,0.86
Algoritmo Grasp,8.00,,18.00,5.00,15.00,1.00,1.00,,,,,150.00,0.91
Algoritmo Grasp,8.00,,19.00,5.00,15.00,1.00,1.00,,,,,150.00,0.86
Algoritmo Grasp,8.00,,19.00,5.00,15.00,1.00,1.00,,,,,91.50,0.95
Algoritmo Grasp,8.00,,19.00,5.00,15.00,1.00,1.00,,,,,213.00,0.91
Algoritmo Grasp,9.00,,18.00,5.00,15.00,1.00,1.00,,,,,82.00,0.81
Algoritmo Grasp,9.00,,20.00,5.00,15.00,1.00,1.00,,,,,93.50,0.92
Algoritmo Grasp,9.00,,20.00,5.00,15.00,1.00,1.00,,,,,93.50,0.79
Algoritmo Grasp,9.00,,19.00,5.00,15.00,1.00,1.00,,,,,102.00,0.83
Algoritmo Grasp,9.00,,18.00,5.00,15.00,1.00,1.00,,,,,110.00,0.81
